Gender;Age;Employment Status;Education;Matrial Status;Income;LoanApproved
Male;21;A student;High;Single;Low;Yes 
Female;33;Unemployed;Medium;Married;Medium;Yes 
Male;39;Full time;High;Married;Medium;Yes 
Male;53;Self employed;Low;Married;Low;No
Male;59;Retired;Low;Widowed;Low;Yes 
Male;56;Full time;High;Married;High;No
Female;44;Unemployed;Low;Single;High;No
Male;47;Self employed;High;Married;High;Yes 
Male;47;Full time;High;Married;High;No
Male;24;A student;High;Single;Medium;Yes 
Female;62;Part time;Medium;Married;Medium;Yes 
Male;46;Full time;High;Married;Medium;No
Male;27;Unemployed;High;Single;High;Yes 
Female;33;Full time;Medium;Divorced;Low;Yes 
Male;41;Full time;High;DP;Medium;No
Male;57;Full time;Medium;Divorced;Medium;No
Male;24;Self employed;High;Single;Medium;Yes 
Male;21;Full time;Medium;Single;Low;No
Male;20;Part time;High;Married;Medium;No
Female;46;Part time;High;Married;High;Yes 
Male;53;Full time;Low;Single;Medium;No
Female;52;Full time;Medium;Married;Low;Yes 
Female;25;A student;Medium;DP;Medium;No
Male;41;Full time;High;Married;High;Yes 
Female;36;Unemployed;Medium;Single;Low;No
Male;57;Full time;High;Married;High;Yes 
Male;59;Full time;Medium;Married;High;No
Female;55;Unemployed;High;Married;Medium;No
Female;23;Part time;Medium;Single;Medium;Yes 
Female;43;Part time;High;Married;High;Yes 
Female;60;Retired;High;Divorced;Medium;No
Female;34;Unemployed;High;Married;Low;Yes 
Female;61;Retired;Medium;Divorced;Medium;No
Male;23;A student;Medium;Single;Low;No
Female;57;Retired;Medium;Married;High;No
Female;27;Unemployed;Low;DP;High;Yes 
Female;45;Full time;Medium;Widowed;Medium;Yes 
Female;36;Prefer not to answer;High;Married;High;No
Female;40;Full time;High;Married;High;No
Male;36;Retired;Medium;Divorced;High;No
Female;23;Full time;High;Married;Medium;No
Female;48;Full time;Medium;Single;Medium;Yes 
Female;21;A student;Medium;DP;Medium;Yes 
Male;23;Full time;Low;Single;Low;No
Female;24;Unemployed;High;Married;Low;No
Male;33;Full time;High;Married;Medium;Yes 
Female;43;Part time;Low;Married;High;Yes 
Male;48;Full time;Low;DP;High;Yes 
Male;57;Full time;High;Married;High;No
Male;39;Full time;High;Married;High;Yes 
Male;41;Full time;High;Single;Medium;No
Female;43;Unemployed;Low;Married;High;No
Male;48;Full time;High;Married;High;No
Male;41;Part time;Medium;Married;High;No
Male;23;A student;Medium;Single;High;No
Male;42;Full time;Medium;Married;High;No
Female;41;Full time;High;Married;High;Yes 
Male;27;A student;Medium;Single;Low;No
Male;63;Retired;High;Divorced;Medium;No
Female;43;Self employed;High;Married;Medium;No
Female;36;Full time;Medium;Married;High;No
Male;42;Full time;High;Married;High;Yes 
Female;43;Self employed;Medium;Married;High;No
Female;26;Unemployed;Medium;Married;High;Yes 
Male;57;Full time;Medium;Married;Medium;Yes 
Male;28;Unemployed;Low;Married;Medium;No
Male;30;Full time;High;Single;High;Yes 
Female;56;Retired;High;Married;High;Yes 
Female;45;Full time;Medium;Married;High;Yes 
Female;32;Full time;Medium;Married;Low;No
Female;27;Part time;Medium;Single;Medium;Yes 
Male;22;Unemployed;Medium;Single;Medium;Yes 
Female;61;Retired;Low;Married;Medium;Yes 
Male;44;Full time;Low;Single;Low;Yes 
Male;58;Full time;High;Married;High;Yes 
Male;55;Full time;High;Married;High;No
Female;24;Unemployed;Medium;Married;Medium;Yes 
Female;23;Part time;Low;DP;High;Yes 
Male;45;Full time;High;Married;High;Yes 
Male;56;Full time;Medium;Divorced;Medium;No
Male;45;Full time;Low;Married;Medium;Yes 
Male;38;Full time;Low;Married;High;Yes 
Male;46;Self employed;High;Single;Medium;No
Male;25;Full time;Medium;Single;High;Yes 
Male;46;Retired;Medium;Single;Medium;No
Male;40;Full time;High;Married;High;No
Male;50;Full time;High;Married;High;Yes 
Female;39;Full time;High;Married;High;Yes 
Female;43;Full time;High;Married;High;No
Male;39;Full time;High;Married;High;Yes 
Female;46;Part time;High;Married;High;No
Female;31;A student;Low;DP;Low;Yes 
Male;60;Unemployed;Low;Widowed;Low;No
Male;39;Unemployed;Low;Married;Medium;No
Female;49;Retired;High;Married;High;Yes 
Female;61;Unemployed;Low;Divorced;Low;No
Female;21;Part time;High;Single;High;Yes 
Male;28;Full time;Low;Married;High;No
Female;33;Full time;Medium;Single;Low;No
Female;32;Full time;Low;Married;High;Yes 
Male;56;Unemployed;Medium;Single;Low;No
Male;41;Full time;High;Single;High;Yes 
Female;31;Full time;High;Married;Medium;No
Female;42;Full time;High;Married;High;No
Female;41;Unemployed;Medium;DP;Low;Yes 
Female;35;Full time;High;Single;Low;Yes 
Male;26;Full time;High;Single;High;No
Female;38;Full time;Medium;Divorced;Medium;Yes 
Female;58;Part time;Medium;DP;High;No
Male;58;Retired;Medium;Married;Low;Yes 
Female;41;Full time;High;Married;High;No
Female;42;Retired;Low;Married;Medium;Yes 
Female;48;Full time;Low;DP;High;Yes 
Male;41;Full time;Medium;Married;High;No
Female;57;Part time;Low;Married;Low;No
Male;43;Full time;High;Married;High;Yes 
Male;30;Full time;Medium;Married;Medium;Yes 
Male;36;Full time;High;Single;High;Yes 
Female;60;Full time;High;Widowed;High;No
Male;35;Full time;High;Married;High;No
Male;59;Part time;High;Married;Medium;Yes 
Female;44;Self employed;Medium;Married;Low;No
Male;30;A student;Low;Married;Low;No
Male;25;Full time;High;Married;High;No
Female;37;Full time;Medium;Married;Low;Yes 
Male;38;Retired;High;Single;Low;No
Male;59;Retired;Low;Single;Low;Yes 
Male;62;Retired;Medium;Married;Medium;Yes 
Male;63;Full time;Medium;Married;Medium;No
Male;60;Retired;Medium;Married;Low;No
Female;41;Full time;Low;Married;Medium;Yes 
Male;31;Part time;Low;DP;Medium;No
Female;51;Part time;High;Married;High;Yes 
Male;28;Full time;High;Single;High;No
Male;52;Full time;High;Divorced;Medium;Yes 
Male;34;Full time;High;Married;High;No
Male;22;Part time;Medium;Single;Medium;No
Female;21;A student;High;Single;Medium;Yes 
Female;43;Full time;High;Married;High;Yes 
Female;24;Full time;High;Married;High;Yes 
Male;48;Full time;Medium;Divorced;Medium;Yes 
Male;29;Full time;Low;Married;High;Yes 
Female;58;Full time;Medium;Married;Low;Yes 
Female;21;A student;Medium;DP;Low;No
Male;35;Full time;Low;Married;Medium;No
Male;64;Retired;Medium;Divorced;Low;Yes 
Female;25;Self employed;Medium;DP;Medium;Yes 
Male;51;Prefer not to answer;Low;Married;Low;Yes 
Female;27;Full time;Medium;Married;Medium;Yes 
Male;22;A student;High;Single;Medium;Yes 
Female;35;Unemployed;Medium;Married;Medium;Yes 
Female;26;Full time;High;Married;High;Yes 
Male;62;Retired;High;Married;Medium;No
Male;54;Retired;Medium;Married;Medium;No
Male;44;Unemployed;Low;Single;Low;No
Male;62;Full time;High;Married;High;Yes 
Male;32;Full time;Low;Single;Medium;No
Female;35;Unemployed;Medium;Married;Low;No
Female;26;Full time;High;Married;High;No
Female;34;Full time;Low;Single;Medium;No
Male;32;Full time;Medium;Married;High;No
Female;29;Full time;Low;Married;Low;No
Female;60;Full time;Medium;Married;High;No
Male;43;Full time;Low;Single;Medium;No
Female;36;Part time;Low;Married;Low;No
Female;36;Self employed;High;Married;Low;No
Female;56;Retired;High;Married;Low;No
Female;58;Prefer not to answer;High;Married;High;No
Male;27;Full time;High;Married;Medium;No
Female;56;Unemployed;Low;Married;Low;No
Male;58;Unemployed;Medium;DP;Medium;No
Female;41;Unemployed;Medium;Married;High;No
Male;23;Unemployed;High;Single;High;No
Female;47;Unemployed;Low;DP;Medium;Yes 
Male;40;Full time;High;Married;High;No
Male;49;Full time;High;Married;High;No
Female;61;Part time;Low;Divorced;Low;Yes 
Male;21;A student;High;Divorced;Medium;Yes 
Male;59;Retired;Medium;DP;Low;Yes 
Male;56;Full time;High;Married;High;No
Male;32;Full time;High;Married;High;No
Male;50;Full time;High;Married;Low;No
Female;44;Full time;High;Married;High;Yes 
Male;56;Full time;High;Married;Medium;No
Male;59;Unemployed;Low;Divorced;Medium;Yes 
Male;59;Self employed;High;Married;High;Yes 
Female;23;A student;High;Single;Medium;No
Female;35;Unemployed;Low;Married;Low;No
Female;61;Part time;Low;DP;Medium;Yes 
Male;42;Full time;Low;Married;High;Yes 
Female;27;Full time;Medium;DP;Medium;No
Female;35;Full time;High;Single;Low;Yes 
Male;31;Full time;Medium;DP;Medium;No
Male;29;Full time;High;Married;High;Yes 
Male;31;Full time;Low;Single;High;No
Male;32;Full time;High;Married;High;No
Female;32;Full time;High;Married;High;Yes 
Male;36;Full time;Medium;Married;Medium;No
Female;33;Full time;Medium;Married;High;No
Female;53;Unemployed;Low;Divorced;Low;No
Male;32;Full time;Medium;DP;High;No
Female;48;Retired;Low;Divorced;High;No
Female;38;Full time;Low;Married;Medium;No
Female;25;Unemployed;High;Married;High;No
Female;52;Full time;Medium;Married;High;No
Female;54;Part time;Medium;Married;Low;Yes 
Female;52;Full time;Medium;Married;Medium;No
Female;46;Full time;Medium;Married;High;No
Male;59;Full time;Medium;Married;Medium;Yes 
Female;31;Self employed;Medium;Single;High;No
Male;59;Full time;Low;Married;Low;Yes 
Male;43;Full time;High;Single;Low;Yes 
Female;38;Part time;High;Married;High;Yes 
Female;32;Part time;Low;Single;Low;Yes 
Female;40;Unemployed;Low;Single;Low;No
Female;33;Full time;High;Married;High;Yes 
Male;28;Full time;High;Married;High;No
Male;23;A student;High;Single;Low;Yes 
Female;62;Retired;Medium;Married;High;Yes 
Female;48;Retired;Low;DP;Medium;No
Female;24;Prefer not to answer;High;Single;High;No
Male;33;Full time;High;Married;Low;No
Female;60;Self employed;High;Widowed;High;Yes 
Male;36;Full time;Medium;DP;Medium;Yes 
Female;49;Unemployed;Medium;Married;High;No
Male;42;Full time;Low;Married;High;Yes 
Female;36;Unemployed;Low;Married;Low;Yes 
Male;48;Full time;Medium;Married;High;Yes 
Female;53;Full time;High;Married;Low;No
Male;33;Full time;High;Married;High;No
Female;39;Full time;High;Married;High;No
Male;41;Full time;Low;Married;Low;No
Male;62;Full time;Low;Married;High;Yes 
Female;25;Full time;High;Married;High;Yes 
Female;24;Full time;High;Single;High;Yes 
Female;27;Full time;High;Single;High;Yes 
Male;29;A student;High;Single;High;Yes 
Male;23;Full time;Low;Married;Medium;Yes 
Male;61;Retired;Medium;Married;High;Yes 
Male;25;Full time;High;Single;High;Yes 
Male;52;Full time;Medium;Divorced;Medium;No
Male;28;Full time;Medium;Single;Low;Yes 
Male;34;Full time;High;Married;Medium;No
Female;33;Full time;Low;Married;High;Yes 
Female;62;Retired;Low;Divorced;Low;Yes 
Female;30;Full time;High;Single;High;Yes 
Female;44;Part time;High;Married;Medium;Yes 
Male;45;Full time;High;Married;Medium;Yes 
Male;43;Retired;Medium;Married;High;No
Male;21;A student;Low;Single;Medium;Yes 
Female;28;Full time;High;Married;High;No
Male;45;Part time;Medium;Married;Medium;Yes 
Female;42;Unemployed;Low;Married;Medium;Yes 
Female;39;Unemployed;Low;Married;Low;Yes 
Female;50;Full time;Medium;Married;Low;Yes 
Male;32;Full time;High;Married;High;No
Female;24;Self employed;High;Married;High;No
Male;54;Full time;Medium;Married;Medium;No
Male;64;Full time;Medium;Married;Medium;No
Female;55;Prefer not to answer;Low;Married;Medium;No
Male;39;Full time;High;Married;High;Yes 
Female;57;Part time;Low;DP;Medium;No
Female;33;Full time;Medium;Divorced;Low;Yes 
Female;49;Full time;Medium;Married;High;Yes 
Male;38;Full time;Low;DP;Medium;Yes 
Male;33;Full time;Medium;Married;Medium;No
Female;59;Retired;Low;Divorced;Low;No
Female;20;Unemployed;Low;DP;Low;No
Male;24;Full time;High;Single;High;No
Female;57;Full time;High;Married;High;No
Female;26;Full time;Medium;Married;High;No
Female;22;Full time;Low;DP;Low;No
Female;46;Part time;High;Married;High;Yes 
Female;57;Unemployed;Medium;Married;Low;No
Female;41;Full time;Medium;Divorced;Low;Yes 
Female;45;Full time;Medium;DP;Low;No
Male;33;Unemployed;Low;Single;Medium;No
Male;50;Self employed;Medium;Married;Low;Yes 
Female;20;Unemployed;Low;Single;Low;No
Female;40;Unemployed;Medium;Single;Low;No
Male;55;Full time;High;Divorced;High;No
Male;23;Part time;High;DP;Low;No
Female;38;Prefer not to answer;Medium;Married;High;Yes 
Female;32;A student;Low;Married;Medium;Yes 
Male;34;Full time;High;DP;Low;Yes 
Female;55;Unemployed;Medium;Married;High;Yes 
Female;24;Full time;High;DP;Low;Yes 
Male;31;Full time;High;Married;Medium;No
Male;32;Full time;Medium;Married;High;No
Female;25;Unemployed;High;Single;High;Yes 
Female;62;Retired;High;Widowed;Medium;Yes 
Male;20;Part time;Low;Single;Low;Yes 
Female;63;Retired;High;Single;Medium;Yes 
Male;50;Part time;Low;Married;Low;No
Female;40;Full time;High;Married;Medium;Yes 
Female;24;Full time;Medium;Single;High;No
Male;33;Full time;High;DP;Medium;No
Female;23;Full time;High;DP;High;No
Female;23;A student;High;Single;Medium;No
Female;63;Retired;Low;Widowed;Low;No
Male;49;Full time;High;Married;High;No
Female;41;Self employed;High;Married;High;Yes 
Male;32;Full time;High;Married;High;No
Female;40;Part time;Low;DP;Low;No
Male;50;Part time;Low;Married;Medium;Yes 
Female;32;Unemployed;Medium;DP;Low;Yes 
Female;20;A student;Low;Single;Low;No
Male;55;Unemployed;Low;Married;Medium;Yes 
Male;38;Full time;Medium;Married;Medium;No
Male;31;Full time;High;Married;High;Yes 
Female;24;Full time;Medium;Single;Low;No
Female;28;Full time;Medium;DP;Medium;Yes 
Male;31;Full time;High;Married;High;No
Male;20;A student;High;Single;Low;Yes 
Female;28;Full time;Medium;DP;Medium;No
Male;33;Full time;Medium;Married;High;Yes 
Female;35;Unemployed;Low;Married;Medium;No
Male;32;Full time;High;Married;High;No
Male;35;Self employed;Medium;Married;High;Yes 
Female;35;Full time;Medium;Married;High;Yes 
Male;29;Full time;High;Single;High;Yes 
Female;33;Part time;Medium;Divorced;Medium;No
Female;44;Full time;Medium;DP;High;No
Male;44;Part time;Low;Married;Medium;No
Male;51;Full time;High;Married;High;Yes 
Female;49;Part time;Medium;Single;Low;Yes 
Female;52;Retired;High;Single;Low;No
Male;31;Unemployed;Low;DP;Low;No
Female;36;Full time;High;Married;Medium;No
Female;38;Unemployed;Medium;Divorced;Low;Yes 
Male;29;Full time;High;Single;High;Yes 
Male;63;Full time;Medium;DP;High;Yes 
Male;21;A student;Low;Single;High;Yes 
Female;34;Full time;High;DP;High;Yes 
Male;61;Unemployed;Low;Married;Low;Yes 
Female;29;Full time;High;Married;High;Yes 
Male;36;Full time;High;Married;High;No
Male;49;Self employed;Low;Married;Medium;Yes 
Male;48;Self employed;Medium;DP;Medium;Yes 
Male;32;Full time;Low;Married;High;No
Male;27;A student;Low;DP;Low;No
Female;41;Unemployed;Low;Single;High;Yes 
Female;60;Retired;High;Single;Medium;No
Male;42;Unemployed;Low;Married;Low;Yes 
Male;58;Full time;Medium;Married;Medium;Yes 
Male;25;Unemployed;High;Single;High;Yes 
Male;42;Full time;Low;Married;Medium;Yes 
Male;56;Retired;Low;DP;Medium;No
Male;27;Full time;High;Single;High;Yes 
Male;47;Full time;High;Married;Medium;Yes 
Female;56;Unemployed;Low;Single;Low;No
Male;53;A student;Medium;Single;Low;No
Male;54;Retired;Medium;Single;Medium;No
Female;33;Self employed;Low;Married;Medium;No
Female;26;A student;Medium;DP;Low;No
Male;26;Full time;Low;Single;Low;Yes 
Male;24;Full time;High;Single;High;Yes 
Female;33;Unemployed;Medium;Married;Low;No
Female;23;Unemployed;Medium;DP;Low;No
Female;49;Full time;Medium;DP;Medium;Yes 
Female;27;Unemployed;Medium;Married;Low;Yes 
Female;35;Full time;High;Married;High;Yes 
Female;32;Part time;Medium;Single;Low;No
Female;25;Part time;Medium;Married;Low;No
Female;60;Part time;Low;Married;Medium;Yes 
Female;35;Full time;High;Single;High;No
Male;41;Self employed;High;Married;Medium;No
Female;64;Full time;High;Married;Low;No
Male;26;Full time;High;Single;High;No
Female;49;Full time;High;Married;Medium;No
Female;36;Unemployed;High;Single;Low;No
Female;24;Part time;High;DP;Low;No
Male;61;Unemployed;Low;Married;Low;Yes 
Female;25;Full time;Medium;Single;High;No
Male;45;Full time;High;Married;Medium;No
Female;34;Self employed;High;Married;High;Yes 
Female;39;Full time;Medium;Married;Medium;No
Female;20;A student;High;Single;Low;Yes 
Male;33;Part time;Low;Single;Low;No
Male;34;Full time;High;Married;High;Yes 
Male;43;Full time;High;Married;Medium;Yes 
Male;55;Full time;High;Married;Medium;Yes 
Female;57;Retired;High;Divorced;Medium;Yes 
Male;64;Retired;Low;Married;Low;Yes 
Male;41;Full time;Medium;Married;High;No
Male;23;Unemployed;Low;Single;High;No
Female;53;Part time;Medium;Married;Medium;No
Male;25;Full time;High;Single;High;No
Male;62;Retired;High;Married;High;No
Female;39;Part time;Low;DP;Medium;No
Female;49;Full time;Medium;DP;High;No
Male;30;Full time;High;Married;High;Yes 
Male;26;Full time;Medium;Single;High;Yes 
Female;22;Full time;High;DP;Medium;No
Male;50;Self employed;Low;DP;High;Yes 
Male;23;Unemployed;High;Single;Medium;Yes 
Male;25;A student;High;Single;High;Yes 
Male;27;Full time;High;Married;Low;No
Male;42;Full time;High;Divorced;High;No
Male;32;Full time;High;Married;High;Yes 
Female;29;Full time;High;Married;High;Yes 
Female;53;Unemployed;Low;Married;Medium;Yes 
Female;31;Full time;Low;Married;High;Yes 
Male;39;Full time;Low;DP;Medium;No
Female;57;Part time;Medium;Widowed;Low;Yes 
Female;38;Unemployed;Low;DP;Low;No
Male;54;Full time;Medium;Married;Low;No
Male;30;Full time;High;Single;Low;No
Female;34;Full time;Low;DP;Low;No
Male;56;Full time;High;Married;High;No
Male;39;Full time;High;Married;High;No
Male;44;Full time;Medium;DP;Medium;Yes 
Female;51;Unemployed;Low;Married;Medium;No
Male;39;Full time;Medium;Married;Medium;No
Male;36;Full time;Low;Married;Low;No
Female;62;Full time;Medium;Married;Medium;Yes 
Female;53;Full time;Medium;Divorced;Medium;No
Male;54;Part time;High;Married;Medium;Yes 
Male;32;Full time;High;Single;Low;Yes 
Female;55;Unemployed;Low;Married;Low;Yes 
